0x00000000,globals\cache_file_global_tags
0x00003997,objects\gear\human\military\barricade_large\barricade_large
0x00003998,objects\gear\human\military\barricade_large\barricade_large
0x0000399C,objects\gear\human\military\bitmaps
0x0000399F,objects\gear\human\medical\medical_crate\medical_crate
0x000039A2,objects\gear\human\medical\medical_crate\medical_crate
0x000039A3,objects\gear\human\medical\medical_crate\medical_crate
0x000039A4,objects\gear\human\medical\medical_crate\medical_crate
0x000039A8,objects\gear\human\medical\bitmaps\medical_crate_bump
0x000039B1,levels\shared\decals\multi\riverworld\riverworld_ground_decal_bump
0x000039B4,levels\shared\decals\multi\riverworld\riverworld_granite_decal_bump
0x000039B6,levels\shared\decals\multi\riverworld\riverworld_granite_crack_bump
0x000039B8,levels\shared\decals\human\damage\mortar_blast_large_bump
0x000039BB,levels\shared\decals\nature\mud\mud_splat_bump
0x000039BE,levels\shared\decals\human\military\datedecal_dif
0x000039C1,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river
0x000039C4,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river
0x000039C5,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river
0x000039C6,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river
0x000039C9,objects\levels\multi\riverworld\man_cannon_river_short\man_cannon_river_short
0x000039CC,objects\levels\multi\riverworld\man_cannon_river_short\man_cannon_river_short
0x000039CE,objects\gear\human\military\drum_12gal\drum_12gal
0x000039D2,objects\gear\human\military\blitzcan\blitzcan
0x000039E6,objects\physics\nutblocker_1x1x2\nutblocker_1x1x2
0x000039E7,objects\physics\nutblocker_1x1x2\nutblocker_1x1x2
0x000039ED,objects\characters\ambient_life\butterfly_b\butterfly_b
0x000039F0,objects\characters\ambient_life\butterfly_a\bitmaps\butterfly_ab
0x000039F5,objects\characters\ambient_life\butterfly_c\butterfly_c
0x000039F8,objects\characters\ambient_life\butterfly_c\bitmaps\butterfly_cd
0x000039FA,objects\characters\ambient_life\butterfly_d\butterfly_d
0x00003A0B,levels\multi\riverworld\riverworld_faux_lightmap
0x00003A0C,levels\multi\riverworld\riverworld_lightmap_riverworld_16f_lp_array_dxt5
0x00003A0D,levels\multi\riverworld\riverworld_lightmap_riverworld_16f_lp_array_intensity_dxt5
0x00003A0F,levels\multi\s3d_avalanche\s3d_avalanche
0x00003A10,levels\multi\s3d_avalanche\s3d_avalanche_design
0x00003A11,levels\multi\s3d_avalanche\s3d_avalanche_s3d_avalanche_cubemaps
0x00003A12,levels\multi\s3d_avalanche\wind_s3d_avalanche
0x00003A13,levels\multi\s3d_avalanche\sky\sky
0x00003A19,objecs\levels\multi\s3d_avalanche\avalanche_man_cannon_01\avalanche_man_cannon_01
0x00003A1A,objecs\levels\multi\s3d_avalanche\avalanche_man_cannon_02\avalanche_man_cannon_02
0x00003AA7,objects\characters\ambient_life\bird_quadwing2\bird_quadwing2
0x00003AA8,objects\characters\ambient_life\seagull\seagull
0x00003AAC,levels\multi\s3d_avalanche\s3d_avalanche_faux_lightmap
0x00003B29,levels\multi\zanzibar\bitmaps\zan_cliffs_detail_dif
0x00003B2B,levels\multi\zanzibar\bitmaps\zan_cliffs_detail_bump
0x00003BB5,levels\multi\zanzibar\bitmaps\zan_cliffs_b_bump
0x00003BC5,levels\shared\bitmaps\test_maps\gray_50
0x00003BD8,levels\solo\020_base\bitmaps\hb_door_road_blast_parallax
0x00003BED,levels\multi\zanzibar\sky\bitmaps
0x00003BFA,levels\dlc\lockout\bitmaps\metal_ramp_bump
0x00003C02,objects\levels\multi\deadlock\bitmaps\deadlock_switch
0x00003C03,objects\levels\multi\deadlock\bitmaps\deadlock_switch_bump
0x00003C25,levels\multi\deadlock\bitmaps\deadlock_metal_rivets_bump
0x00003C36,levels\multi\deadlock\bitmaps\deadlock_concrete_wall_a_dif
0x00003C37,levels\solo\020_base\bitmaps\concrete2_detail_bump
0x00003C44,levels\shared\decorators\foliage\flower_yellow\flower_yellow
0x00003C47,objects\levels\multi\salvation\bitmaps\plasma_large_red_mask
0x00003C48,levels\shared\decorators\halo_rocks\halo_rocks
0x00003C4C,levels\shared\decorators\foliage\tree_boundary\tree_boundary
0x00003C4E,levels\multi\s3d_avalanche\sky\sky
0x00003C4F,levels\multi\s3d_avalanche\sky\sky
0x00003C5F,objects\levels\multi\snowbound\icicle_10_inch\icicle_10_inch
0x00003C67,levels\multi\snowbound\bitmaps\icicles_bump
0x00003C6C,objects\levels\multi\snowbound\icicle_18_inch\icicle_18_inch
0x00003C6D,objects\levels\multi\snowbound\icicle_18_inch\icicle_18_inch
0x00003C6E,objects\levels\multi\snowbound\icicle_18_inch\icicle_18_inch
0x00003C6F,objects\levels\multi\snowbound\icicle_18_inch\icicle_18_inch
0x00003C74,objects\levels\multi\snowbound\icicle_18_inch\garbage\icicle_18_inch_fallen\icicle_18_inch_fallen
0x00003C76,objects\levels\multi\snowbound\icicle_18_inch\garbage\icicle_18_inch_fallen\icicle_18_inch_fallen
0x00003C77,objects\levels\multi\snowbound\icicle_18_inch\garbage\icicle_18_inch_fallen\icicle_18_inch_fallen
0x00003C78,objects\levels\multi\snowbound\icicle_18_inch\garbage\icicle_18_inch_fallen\icicle_18_inch_fallen
0x00003C81,objects\levels\multi\snowbound\icicle_24_inch\icicle_24_inch
0x00003C82,objects\levels\multi\snowbound\icicle_24_inch\icicle_24_inch
0x00003C83,objects\levels\multi\snowbound\icicle_24_inch\icicle_24_inch
0x00003C84,objects\levels\multi\snowbound\icicle_24_inch\icicle_24_inch
0x00003C87,objects\levels\multi\snowbound\icicle_24_inch\garbage\icicle_24_inch_fallen\icicle_24_inch_fallen
0x00003C88,objects\levels\multi\snowbound\icicle_24_inch\garbage\icicle_24_inch_fallen\icicle_24_inch_fallen
0x00003C89,objects\levels\multi\snowbound\icicle_24_inch\garbage\icicle_24_inch_fallen\icicle_24_inch_fallen
0x00003C8A,objects\levels\multi\snowbound\icicle_24_inch\garbage\icicle_24_inch_fallen\icicle_24_inch_fallen
0x00003C94,objects\levels\dlc\sidewinder\hornet_lite\weapon\hornet_lite
0x00003CA7,objects\vehicles\hornet\bitmaps\hornet_bump_snow
0x00003CA9,objects\vehicles\hornet\bitmaps\hornet_damage_bump_snow
0x00003CCC,objects\weapons\turret\missile_pod\missile_pod_vehicle\missile_pod_vehicle
0x00003CCD,objects\weapons\turret\missile_pod\missile_pod_vehicle\missile_pod_vehicle
0x00003CCE,objects\weapons\turret\missile_pod\missile_pod_vehicle\missile_pod_vehicle
0x00003CFB,fx\particles\nature\_bitmaps\bugs
0x00003D1F,fx\particles\weather\_bitmaps\rain
0x00003D2D,levels\multi\shrine\bitmaps\sand_footsteps_bump
0x00003D30,levels\multi\shrine\bitmaps\sand_mound_decal_bump
0x00003D3A,levels\multi\zanzibar\bitmaps\zan_ground_dirt_decal_bump
0x00003D46,levels\shared\decals\human\industrial\decal_hazard_strip_1
0x00003D4D,levels\shared\decals\human\industrial\decal_paper_sheet_c
0x00003D61,levels\shared\decals\stains\bitmaps\ustdamage_heavycorosion_bump
0x00003D7F,objects\level\multi\chill\man_cannon_chill\bitmaps\man_cannon_body01_bump
0x00003D81,objects\levels\multi\snowbound\airlock_field\airlock_field
0x00003D82,objects\levels\multi\snowbound\airlock_field\airlock_field
0x00003D83,objects\levels\multi\snowbound\airlock_field\airlock_field
0x00003D84,objects\levels\multi\snowbound\airlock_field\airlock_field
0x00003DAA,objects\gear\human\military\generator_light\generator_light
0x00003DB1,objects\gear\human\military\bitmaps\lamp_illum
0x00003DCC,objects\characters\ambient_life\seagull\seagull
0x00003DD7,levels\multi\s3d_avalanche\s3d_avalanche_faux_lightmap
0x00003DD8,levels\multi\s3d_avalanche\s3d_avalanche_lightmap_s3d_avalanche_16f_lp_array_dxt5
0x00003DD9,levels\multi\s3d_avalanche\s3d_avalanche_lightmap_s3d_avalanche_16f_lp_array_intensity_dxt5
0x00003DDB,levels\multi\s3d_edge\s3d_edge
0x00003DDC,levels\multi\s3d_edge\s3d_edge_design
0x00003DDD,levels\multi\s3d_edge\s3d_edge_s3d_edge_cubemaps
0x00003DDE,levels\multi\s3d_edge\sky\sky
0x00003E0B,objects\characters\sentinel_constructor\sentinel_constructor
0x00003E0C,objects\characters\sentinel_constructor2\sentinel_constructor2
0x00003E10,levels\multi\s3d_edge\s3d_edge_faux_lightmap
0x00003EA2,levels\dlc\chillout\bitmaps\chillout_coffin_chamber_illum
0x00003ED9,objects\levels\multi\shrine\behemoth\bitmaps\bohemeth_floor_detail_diff
0x00003EFF,levels\shared\decorators\foliage\tree_boundary\tree_boundary
0x00003F1C,objects\skies\clouds_ark\bitmaps\clouds_ark_height
0x00003F43,levels\shared\decals\nature\snow\snow_ice_crust1_bump
0x00003F50,0x00003F50objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian
0x00003F56,objects\characters\sentinel_constructor\sentinel_constructor
0x00003F5C,objects\characters\sentinel_constructor\sentinel_constructor
0x00003F5D,objects\characters\sentinel_constructor\sentinel_constructor
0x00003F5E,objects\characters\sentinel_constructor\sentinel_constructor
0x00003F62,objects\characters\sentinel_constructor\garbage\body\body
0x00003F63,objects\characters\sentinel_constructor\garbage\body\body
0x00003F64,objects\characters\sentinel_constructor\garbage\body\body
0x00003F65,objects\characters\sentinel_constructor\garbage\body\body
0x00003F7F,levels\multi\s3d_edge\s3d_edge_faux_lightmap
0x00003F80,levels\multi\s3d_edge\s3d_edge_lightmap_s3d_edge_16f_lp_array_dxt5
0x00003F81,levels\multi\s3d_edge\s3d_edge_lightmap_s3d_edge_16f_lp_array_intensity_dxt5
0x00003F84,levels\multi\s3d_reactor\s3d_reactor
0x00003F85,levels\multi\s3d_reactor\s3d_reactor_design
0x00003F86,levels\multi\s3d_reactor\s3d_reactor_s3d_reactor_cubemaps
0x00003F87,levels\multi\s3d_reactor\wind_s3d_reactor
0x00003F88,levels\multi\s3d_reactor\sky\sky
0x00003F94,objects\equipment\overshield_equipment\overshield_equipment
0x00003F95,objects\levels\multi\s3d_reactor\rod\rod
0x00003F96,objects\levels\multi\s3d_reactor\reactor_lightnings\reactor_lightnings
0x00003FD9,objects\characters\ambient_life\lod_pelican\lod_pelican
0x00003FDA,objects\characters\ambient_life\lod_hornet\lod_hornet
0x00003FDD,levels\multi\s3d_reactor\s3d_reactor_faux_lightmap
0x00004025,levels\multi\shrine\bitmaps\stone_edge2_bump
0x00004029,levels\solo\020_base\bitmaps\hb_concrete_wall_hangar_bump
0x0000402D,levels\solo\020_base\bitmaps\hb_metal_red_bump
0x00004034,levels\solo\020_base\bitmaps\hb_concrete_wall_03_bump
0x0000403E,levels\dlc\bunkerworld\bitmaps\bunker_tech_bank_bump
0x0000408F,levels\solo\040_voi\bitmaps\metals\metal_l_generic_boltedge_bump
0x00004096,levels\solo\030_outskirts\bitmaps\out_big_pipe_main_bump
0x00004098,levels\solo\030_outskirts\bitmaps\out_big_pipe_detail_bump
0x0000409B,levels\solo\040_voi\bitmaps\metals\metal_workertown_building_bits_a_bump
0x000040A5,levels\multi\snowbound\bitmaps\snow_blue_icewall
0x000040B2,levels\solo\030_outskirts\bitmaps\fence_dif
0x000040B3,levels\solo\030_outskirts\bitmaps\fence_bump
0x000040B4,levels\solo\030_outskirts\bitmaps\out_rust
0x000040C6,levels\shared\decorators\debris_metal_nondescript\debris_metal_nondescript
0x000040C7,levels\shared\decorators\bitmaps\debris_metal_nondescript
0x000040C8,levels\shared\decorators\cement\cement
0x000040C9,levels\shared\decorators\bitmaps\broken_concrete
0x000040CA,levels\shared\decorators\cinderblocks\cinderblocks
0x000040CC,levels\shared\decorators\bulletin_board\bulletin_board
0x000040CE,levels\multi\s3d_reactor\sky\sky
0x000040CF,levels\multi\s3d_reactor\sky\sky
0x000040F3,objects\cinematics\human\frigate\frigate\frigate_shrine
0x000040F4,objects\cinematics\human\frigate\frigate\frigate
0x000040F5,objects\cinematics\human\frigate\frigate\frigate
0x00004100,objects\cinematics\human\frigate\bitmaps\frigate_3_bump
0x00004102,objects\vehicles\cov_capital_ship\bitmaps\cov_capital_ship_illum
0x00004108,objects\cinematics\human\frigate\bitmaps\frigate_bump
0x00004109,objects\cinematics\human\frigate\bitmaps\frigate_detail_bump
0x0000410A,objects\vehicles\civilian\bitmaps\old_metal_detail_bump
0x00004110,objects\cinematics\human\frigate\bitmaps\frigate_2_bump
0x00004112,objects\cinematics\human\frigate\bitmaps\frigate_4_bump
0x00004114,levels\solo\130_epilogue\bitmaps\130_hall_grate_bump
0x00004116,objects\cinematics\human\frigate\bitmaps\frigate_wall_hangar_bump
0x00004120,objects\gear\human\military\sandbag_wall\sandbag_wall
0x00004121,objects\gear\human\military\sandbag_wall\sandbag_wall
0x00004122,objects\gear\human\military\sandbag_wall\sandbag_wall
0x00004123,objects\gear\human\military\sandbag_wall\sandbag_wall
0x00004126,objects\gear\human\military\bitmaps\sandbag_detail
0x00004127,objects\gear\human\military\bitmaps\sandbag_bump
0x00004129,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x0000412A,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x0000412B,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x0000412C,objects\gear\human\military\sandbag_detail2\sandbag_detail2
0x0000412D,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x0000412E,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x0000412F,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x00004130,objects\gear\human\military\sandbag_detail1\sandbag_detail1
0x00004131,objects\gear\human\military\sandbag_wall_45corner\sandbag_wall_45corner
0x00004132,objects\gear\human\military\sandbag_wall_45corner\sandbag_wall_45corner
0x00004133,objects\gear\human\military\sandbag_wall_45corner\sandbag_wall_45corner
0x00004134,objects\gear\human\military\sandbag_wall_45corner\sandbag_wall_45corner
0x00004135,objects\gear\human\military\sandbag_wall_90corner\sandbag_wall_90corner
0x00004136,objects\gear\human\military\sandbag_wall_90corner\sandbag_wall_90corner
0x00004137,objects\gear\human\military\sandbag_wall_90corner\sandbag_wall_90corner
0x00004138,objects\gear\human\military\sandbag_wall_90corner\sandbag_wall_90corner
0x00004139,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x0000413A,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x0000413B,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x0000413C,objects\gear\human\military\sandbag_wall_turret\sandbag_wall_turret
0x0000413D,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x0000413E,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x0000413F,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x00004140,objects\gear\human\military\sandbag_wall_endcap\sandbag_wall_endcap
0x00004154,fx\particles\distortion\_bitmaps\distortion_ring
0x0000419D,levels\shared\decals\human\damage\decal_damage_cracka_bump
0x000041A9,objects\gear\human\military\barricade_small\barricade_small
0x000041AA,objects\gear\human\military\barricade_small\barricade_small
0x000041AB,objects\gear\human\military\barricade_small\barricade_small
0x000041AC,objects\gear\human\military\barricade_small\barricade_small
0x000041AF,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000041B0,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000041B1,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000041B2,objects\gear\human\military\h_ammo_crate_sm\h_ammo_crate_sm
0x000041B3,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000041B4,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000041B5,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000041B6,objects\gear\human\military\h_ammo_crate_lg\h_ammo_crate_lg
0x000041BC,objects\vehicles\lod\lod_pelican\lod_pelican
0x000041C9,objects\vehicles\lod\bitmaps\lod_pelican
0x000041CB,fx\particles\models\debris\human_debris_med\_bitmaps\human_debris_med
0x000041D5,objects\vehicles\lod\lod_hornet\lod_hornet
0x000041DF,levels\multi\s3d_reactor\s3d_reactor_faux_lightmap
0x000041E0,levels\multi\s3d_reactor\s3d_reactor_lightmap_s3d_reactor_16f_lp_array_dxt5
0x000041E1,levels\multi\s3d_reactor\s3d_reactor_lightmap_s3d_reactor_16f_lp_array_intensity_dxt5
0x000041E6,levels\multi\s3d_turf\s3d_turf_design
0x000041E7,levels\multi\s3d_turf\s3d_turf_s3d_turf_cubemaps
0x000041E8,levels\multi\s3d_turf\sky\sky
0x000041F0,objects\powerups\smg_ammo\smg_ammo
0x000041F1,objects\powerups\pistol_ammo\pistol_ammo
0x000041F2,objects\powerups\battle_rifle_ammo\battle_rifle_ammo
0x000041F3,objects\levels\multi\s3d_turf\fabric_01_moving\fabric_01_moving
0x000041F4,objects\levels\multi\s3d_turf\fabric_04_moving\fabric_04_moving
0x000041F5,objects\levels\multi\s3d_turf\fabric_15_moving\fabric_15_moving
0x0000422B,levels\multi\s3d_turf\s3d_turf_faux_lightmap
0x00004260,levels\solo\020_base\bitmaps\hb_metal_pipe_a_bump
0x00004269,levels\multi\snowbound\bitmaps\snow_ice_crust_bump
0x00004277,levels\dlc\ghosttown\bitmaps\ground_d_bump
0x0000427B,levels\multi\deadlock\bitmaps\deadlock_concrete_wall_c_dif
0x00004294,objects\gear\human\industrial\bitmaps\outskirts_generator_bump
0x00004295,objects\gear\human\industrial\bitmaps\paint_chip_detailbump
0x00004297,levels\dlc\docks\bitmaps\vinyl_panels_a_bump
0x0000429B,levels\multi\cyberdyne\bitmaps\cyberdyne_concrete_wall_c_bump
0x0000429D,levels\multi\cyberdyne\bitmaps\detail_concrete_rough_bump
0x000042A7,levels\multi\cyberdyne\bitmaps\cyberdyne_wall_concrete_sections_universal_bump
0x000042AB,levels\solo\020_base\bitmaps\concrete_detail_bump
0x000042AD,levels\multi\cyberdyne\bitmaps\cyberdyne_metal_panels_bump
0x000042B0,levels\dlc\docks\bitmaps\metal\metal_grooved_guide_rail_bump
0x000042B5,levels\dlc\armory\bitmaps\armory_concrete_detail_bump
0x000042B8,levels\solo\010_jungle\bitmaps\concrete\concrete_wall_ext_bump
0x000042BA,levels\dlc\armory\bitmaps\concrete_floor_bump
0x000042C8,levels\solo\040_voi\bitmaps\metals\warehouse_custom_backwall_a_bump
0x000042CA,levels\solo\040_voi\bitmaps\glass\glass_crudglass_a_spec
0x000042CF,levels\solo\040_voi\bitmaps\metals\metal_trim_c_bump
0x000042D2,levels\solo\020_base\bitmaps\hb_pipe_cap_01_bump
0x000042E3,levels\shared\decorators\garbage_base\garbage_base
0x000042E5,levels\shared\decorators\garbage_bits\garbage_bits
0x000042E6,levels\multi\s3d_turf\sky\sky
0x000042E7,levels\multi\s3d_turf\sky\sky
0x000042F7,objects\levels\multi\snowbound\icicle_06_inch\icicle_06_inch
0x00004302,objects\levels\dlc\bunkerworld\bitmaps\radio_tower_zbump
0x00004307,objects\levels\solo\040_voi\cart_electric\cart_electric
0x00004308,objects\levels\solo\040_voi\cart_electric\cart_electric
0x00004309,objects\levels\solo\040_voi\cart_electric\cart_electric
0x0000430A,objects\levels\solo\040_voi\cart_electric\cart_electric
0x00004310,objects\levels\solo\040_voi\cart_electric\garbage\cart_axle_garbage\cart_axle_garbage
0x00004317,objects\levels\solo\040_voi\bitmaps\voi_cartb
0x00004318,objects\levels\solo\040_voi\bitmaps\cart_detail_bump
0x00004320,objects\levels\solo\040_voi\bitmaps\voi_cartb_destroy
0x00004322,objects\levels\solo\040_voi\cart_electric\garbage\cart_tire_garbage\cart_tire_garbage
0x00004325,objects\levels\solo\040_voi\cart_electric\garbage\cart_seat_garbage\cart_seat_garbage
0x00004326,objects\levels\solo\040_voi\cart_electric\garbage\cart_seat_garbage\cart_seat_garbage
0x00004327,objects\levels\solo\040_voi\cart_electric\garbage\cart_seat_garbage\cart_seat_garbage
0x00004328,objects\levels\solo\040_voi\cart_electric\garbage\cart_seat_garbage\cart_seat_garbage
0x00004338,objects\vehicles\warthog_snow\warthog_snow
0x00004339,objects\vehicles\warthog_snow\warthog_snow
0x0000433A,objects\vehicles\warthog\turrets\chaingun\chaingun_snow
0x0000433B,objects\vehicles\warthog\turrets\gauss\gauss_snow
0x00004344,objects\vehicles\warthog_snow\turrets\chaingun\chaingun
0x00004345,objects\vehicles\warthog_snow\turrets\chaingun\chaingun
0x00004349,objects\vehicles\warthog\turrets\chaingun\garbage\barrel_garbage\barrel_garbage_snow
0x0000434A,objects\vehicles\warthog\turrets\chaingun\garbage\barrel_garbage\barrel_garbage_snow
0x0000434F,objects\vehicles\warthog\turrets\chaingun\garbage\shield_garbage\shield_garbage_snow
0x00004350,objects\vehicles\warthog\turrets\chaingun\garbage\shield_garbage\shield_garbage_snow
0x00004351,objects\vehicles\warthog_snow\turrets\gauss\gauss
0x00004352,objects\vehicles\warthog_snow\turrets\gauss\gauss
0x00004356,objects\vehicles\warthog\turrets\gauss\garbage\barrel_garbage\barrel_garbage_snow
0x00004357,objects\vehicles\warthog\turrets\gauss\garbage\barrel_garbage\barrel_garbage_snow
0x0000435D,objects\vehicles\warthog\turrets\gauss\garbage\display_garbage\display_garbage_snow
0x0000435E,objects\vehicles\warthog\turrets\gauss\garbage\display_garbage\display_garbage_snow
0x0000435F,objects\vehicles\warthog\turrets\gauss\garbage\shield_garbage\shield_garbage_snow
0x00004360,objects\vehicles\warthog\turrets\gauss\garbage\shield_garbage\shield_garbage_snow
0x0000436A,objects\vehicles\warthog\garbage\winch\winch_snow
0x0000436B,objects\vehicles\warthog\garbage\winch\winch_snow
0x00004372,objects\vehicles\warthog\garbage\hood\hood_snow
0x00004373,objects\vehicles\warthog\garbage\hood\hood_snow
0x0000437A,objects\vehicles\warthog\garbage\lf_fender\lf_fender_snow
0x0000437B,objects\vehicles\warthog\garbage\lf_fender\lf_fender_snow
0x0000437D,objects\vehicles\warthog\garbage\rf_fender\rf_fender_snow
0x0000437E,objects\vehicles\warthog\garbage\rf_fender\rf_fender_snow
0x00004381,objects\vehicles\warthog\garbage\lb_fender\lb_fender_snow
0x00004382,objects\vehicles\warthog\garbage\lb_fender\lb_fender_snow
0x00004383,objects\vehicles\warthog\garbage\sailpanel\sailpanel_snow
0x00004384,objects\vehicles\warthog\garbage\sailpanel\sailpanel_snow
0x00004386,objects\vehicles\warthog\garbage\rb_fender\rb_fender_snow
0x00004387,objects\vehicles\warthog\garbage\rb_fender\rb_fender_snow
0x00004389,objects\vehicles\warthog\garbage\bumper\bumper_snow
0x0000438A,objects\vehicles\warthog\garbage\bumper\bumper_snow
0x0000439A,objects\powerups\smg_ammo\bitmaps\smg_ammo
0x000043A3,objects\powerups\pistol_ammo\bitmaps\pistol_ammo
0x000043C8,levels\shared\decals\stains\forerunner_icy_stains\bitmaps\drip_icy_01_bump
0x000043D0,levels\solo\100_citadel\bitmaps\nature\snow_detail_bump
0x000043D9,levels\shared\decals\human\industrial\decal_paper_sheet_b
0x000043DA,levels\shared\decals\human\industrial\decal_smart_shopper_1
0x000043DB,levels\shared\decals\human\industrial\decal_steps_1
0x000043E4,objects\gear\human\industrial\crate_heavy_tech\crate_heavy_tech
0x000043E5,objects\gear\human\industrial\crate_heavy_tech\crate_heavy_tech
0x000043E6,objects\gear\human\industrial\crate_heavy_tech\crate_heavy_tech
0x000043E7,objects\gear\human\industrial\crate_heavy_tech\crate_heavy_tech
0x000043EA,objects\gear\human\industrial\bitmaps\crate_heavy_tech_bump
0x000043EB,objects\gear\human\industrial\bitmaps\detail_metal_scratches_b
0x000043EC,objects\gear\human\industrial\crate_multi\crate_multi
0x000043ED,objects\gear\human\industrial\crate_multi\crate_multi
0x000043EE,objects\gear\human\industrial\crate_multi\crate_multi
0x000043EF,objects\gear\human\industrial\crate_multi\crate_multi
0x000043F0,objects\gear\human\industrial\crate_multi\crate_multi
0x000043F4,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x000043F5,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x000043F6,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x000043F7,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x000043F8,objects\gear\human\industrial\crate_multi_single\crate_multi_single
0x000043FE,objects\gear\human\industrial\bitmaps\ss_panel_crate_single_bump
0x00004404,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00004405,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00004406,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x00004407,objects\gear\human\industrial\crate_multi\garbage\busted_frame1\busted_frame1
0x0000440B,objects\gear\human\industrial\bitmaps\ss_panel_crate_multi_bump
0x0000440C,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000440D,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000440E,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x0000440F,objects\gear\human\industrial\crate_multi\garbage\busted_frame3\busted_frame3
0x00004410,objects\gear\human\industrial\pallet\pallet
0x00004411,objects\gear\human\industrial\pallet\pallet
0x00004412,objects\gear\human\industrial\pallet\pallet
0x00004413,objects\gear\human\industrial\pallet\pallet
0x0000443E,levels\multi\s3d_turf\s3d_turf_faux_lightmap
0x0000443F,levels\multi\s3d_turf\s3d_turf_lightmap_s3d_turf_16f_lp_array_dxt5
0x00004440,levels\multi\s3d_turf\s3d_turf_lightmap_s3d_turf_16f_lp_array_intensity_dxt5
0x0000DDFC,objects\levels\ui\mainmenu\menu_scorpion\menu_scorpion
0x0000DF8C,objects\levels\ui\mainmenu\menu_warthog\menu_warthog
0x0000F578,objects\levels\ui\mainmenu\menu_forklift\menu_forklift
0x0000FC78,objects\levels\ui\mainmenu\menu_banshee\menu_banshee
0x0000FF48,objects\levels\ui\mainmenu\menu_wraith\menu_wraith
0x0000075E,ui\halox\dialog\default
0x00000793,ui\halox\main_menu\main_menu_offline
0x00000794,ui\halox\main_menu\main_menu_online
0x00000818,ui\halox\start_menu\button_keys\a_select_b_back
0x00000819,ui\halox\start_menu\button_keys\a_select_b_done
0x0000081A,ui\halox\start_menu\button_keys\a_confirm_b_cancel
0x0000081B,ui\halox\start_menu\button_keys\a_select_b_done_x_toggle
0x0000085C,ui\halox\start_menu\panes\hq_screenshots\button_key_default
0x0000085D,ui\halox\start_menu\panes\hq_screenshots\button_key_a_select_b_done_x_options
0x00000884,ui\halox\start_menu\panes\hq_screenshots_viewer\b_back_x_options
0x00000892,ui\halox\dialog\button_key_ok
0x000008BF,ui\halox\start_menu\button_keys\b_done
0x000008E2,ui\halox\start_menu\panes\hq_service_record_file_share\button_key_a_select_b_back
0x000008ED,ui\halox\start_menu\panes\hq_service_record_file_share\button_key_a_select_b_back_x_rename
0x00000943,ui\halox\start_menu\panes\settings_appearance_colors\a_select_b_back
0x00000944,ui\halox\start_menu\panes\settings_appearance_colors\a_select_b_done
0x00000945,ui\halox\start_menu\panes\settings_appearance_colors\a_confirm_b_cancel
0x00000999,ui\halox\alert\a_ok
0x0000099A,ui\halox\alert\unresolved
0x0000099E,ui\halox\spartan_program\button_key_ok
0x0000099F,ui\halox\spartan_program\button_key_wait
0x000009B8,ui\halox\campaign\button_key_a_select_b_back
0x00000A21,ui\halox\pregame_lobby\pregame_lobby_online
0x00000A22,ui\halox\pregame_lobby\pregame_lobby_offline
0x00000A23,ui\halox\pregame_lobby\pregame_lobby_online_team_change
0x00000A24,ui\halox\pregame_lobby\pregame_lobby_offline_team_change
0x00000A37,ui\halox\pregame_lobby\selection\button_key_a_select_b_cancel
0x00000A38,ui\halox\pregame_lobby\selection\button_key_a_select_b_cancel_x_max
